food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density,Cluster,Silhouette_Score
spaghetti squash raw,31,0.6,0.1,0.026,0.2,7.0,2.8,0.6,1.5,0.0,0.081,92.5,0.0,0.06,0.022,0.0,0.061,1.0,0.4,0.1,2.1,0.0,0.1,0.076,23.2,0.077,0.3,12.1,0.1,12.1,109.1,0.091,0.2,35.3,1,0.5631323407245118
seaweed dry,52,0.3,0.006,0.076,0.2,9.2,0.0,3.1,7.3,6.6,0.9,2.8,0.0,0.014,0.01,0.043,0.3,0.8,0.0,0.003,5.8,0.011,1.1,0.0,59.8,0.021,13.3,138.4,1.2,52.0,588.8,0.0,0.5,98.8,0,-0.026756550616673234
yam cooked,158,0.2,0.061,0.018,0.059,37.4,0.7,2.0,5.3,0.0,0.017,95.4,0.0,0.0,0.1,0.035,0.0,0.088,0.8,0.4,0.3,16.5,0.0,0.5,0.083,19.0,0.2,0.7,24.5,0.5,66.6,911.2,0.006,45.477,4,-0.03567983688004555
corn dried,119,3.0,0.6,1.1,1.3,18.8,6.0,4.1,5.8,0.0,0.029,1.8,0.0,0.095,0.048,0.0,0.011,2.3,0.4,0.3,0.0,0.0,0.1,0.0,7.1,0.014,0.7,42.2,0.3,97.4,219.3,0.053,0.9,39.5,1,0.35978239493284975
cucumber,23,0.2,0.068,0.044,0.041,5.4,2.5,1.0,0.8,0.0,0.061,142.8,0.0,0.064,0.08,0.0,0.066,0.1,0.4,0.046,4.2,0.0,0.049,0.038,24.0,0.065,0.4,19.5,0.1,36.0,220.5,0.082,0.3,36.0,1,0.48662959636236486
arrowroot,78,0.2,0.094,0.083,0.1,16.1,0.0,5.1,1.6,0.0,0.052,96.9,0.0,0.2,0.4,0.0,0.06,2.0,0.4,0.3,2.3,0.0,0.0,0.0,7.2,0.1,2.7,30.0,0.2,117.6,544.8,0.061,0.8,35.2,0,-0.11972664915868372
cardoon raw,30,0.2,0.072,0.05,0.054,7.2,0.0,1.2,2.8,0.0,0.3,167.3,0.0,0.0,0.064,0.1,0.0,0.098,0.5,0.6,0.2,3.6,0.0,0.0,0.0,124.6,0.4,1.2,74.8,0.5,40.9,712.0,0.058,12.0,4,0.12974054532447873
bamboo shoots cooked,14,0.3,0.007,0.059,0.1,2.3,0.0,1.8,1.2,0.0,0.04,115.1,0.0,0.0,0.067,0.071,0.0,0.051,0.4,0.068,0.1,0.0,0.0,0.0,0.0,14.4,0.083,0.3,3.6,0.1,24.0,639.6,0.046,5.76,1,0.35126322529590864
summer squash raw,42,0.5,0.1,0.048,0.2,8.7,5.7,3.1,2.9,0.0,0.051,246.1,0.0,0.0,0.1,0.019,0.0,0.4,1.3,0.4,0.6,44.2,0.0,0.3,0.009,39.0,0.1,0.9,44.2,0.5,98.8,681.2,0.096,15.958,4,0.09646127647689844
sweet potato raw,112,0.002,0.036,0.008,0.015,26.2,5.4,2.0,3.9,0.0,0.079,100.5,0.0,0.0,0.1,0.049,0.0,0.081,0.7,1.0,0.3,3.1,0.0,0.3,0.048,39.0,0.2,0.8,32.5,0.3,61.1,438.1,0.044,32.696,4,-0.16025946566474158
green tomato,42,0.4,0.024,0.018,0.1,9.3,7.3,2.2,2.0,0.0,0.055,169.3,0.0,0.1,0.027,0.0,0.017,0.9,0.9,0.1,42.6,0.0,0.7,0.003,23.7,0.2,0.9,18.2,0.2,51.0,371.3,0.051,0.1,81.1,0,-0.30923053732257255
beet greens raw,8,0.078,0.026,0.037,0.015,1.6,0.2,0.8,1.4,0.0,0.013,34.6,0.0,0.008,0.064,0.0,0.068,0.2,0.027,0.087,11.4,0.0,0.6,0.2,44.5,0.092,1.0,26.6,0.1,15.6,289.6,0.039,0.1,60.771,1,0.569662096125113
savoy cabbage cooked,41,0.2,0.076,0.023,0.003,9.2,0.0,3.1,4.8,0.0,0.05,156.4,0.0,0.0,0.076,0.039,0.0,0.066,0.012,0.3,0.3,28.9,0.0,0.0,0.0,51.0,0.089,0.6,40.8,0.3,56.1,312.8,0.077,17.612,4,-0.19943443242314698
witloof chicory,9,0.031,0.076,0.077,0.027,2.1,0.0,0.5,1.6,0.0,0.022,50.1,0.0,0.029,0.016,0.0,0.068,0.015,0.053,0.096,1.5,0.0,0.0,0.0,10.1,0.083,0.1,5.3,0.063,13.8,111.8,0.035,0.079,15.994,1,0.6210406313792566
turnips cooked,34,0.1,0.082,0.089,0.076,7.9,4.7,1.1,3.1,0.0,0.017,146.0,0.0,0.0,0.001,0.096,0.0,0.011,0.5,0.2,0.1,18.1,0.0,0.082,0.063,34.3,0.025,0.3,12.5,0.2,29.6,210.6,0.017,12.408,1,0.36676036544269996
dried tomatoes,5,0.053,0.032,0.032,0.086,1.1,0.8,0.3,0.2,0.0,0.069,0.3,0.0,0.013,0.022,0.0,0.056,0.2,0.072,0.034,0.8,0.0,0.079,0.09,2.2,0.082,0.2,3.9,0.065,7.1,68.5,0.061,0.085,4.838,1,0.6507618943797576
radicchio,15,0.2,0.031,0.048,0.024,2.9,0.4,0.9,0.6,0.0,0.033,60.5,0.0,0.039,0.039,0.0,0.077,0.2,0.2,0.048,5.2,0.0,1.5,0.2,12.4,0.2,0.4,8.5,0.087,26.0,196.3,0.042,0.4,22.6,1,0.5850286943236288
mixed vegetables cooked,118,0.3,0.0,0.09,0.1,23.8,5.7,5.2,8.0,0.0,0.089,151.5,0.0,0.0,0.1,0.053,0.0,0.2,1.5,0.3,0.1,5.8,0.0,0.7,0.083,45.5,0.2,1.5,40.0,0.7,92.8,307.6,0.022,37.698,4,-0.09477079406477959
yellow tomato,32,0.6,0.03,0.003,0.2,6.3,0.0,2.1,1.5,0.0,0.088,202.0,0.0,0.0,0.056,0.067,0.0,0.089,2.5,0.2,0.1,19.1,0.0,0.0,0.0,23.3,0.2,1.0,25.4,0.3,76.3,547.0,0.071,10.8,4,-0.09260010501141712
cardoon cooked,26,0.1,0.014,0.058,0.092,6.4,0.0,0.9,2.0,0.0,0.2,112.2,0.0,0.047,0.081,0.0,0.044,0.4,0.1,0.009,2.0,0.0,0.0,0.0,86.4,0.011,0.9,51.6,0.2,27.6,470.4,0.088,0.2,98.7,1,0.42327618631398983
spinach raw,7,0.1,0.024,0.049,0.087,1.1,0.1,0.9,0.7,0.0,0.036,27.4,0.0,0.045,0.064,0.0,0.024,0.2,0.063,0.094,8.4,0.0,0.6,0.1,29.7,0.042,0.8,23.7,0.3,14.7,167.4,0.078,0.2,41.7,1,0.6096352676473771
kale raw,7,0.3,0.057,0.014,0.1,0.9,0.2,0.6,0.9,0.0,0.045,18.8,0.092,0.042,0.048,0.0,0.055,0.2,0.058,0.088,19.6,0.0,0.1,0.018,53.3,0.3,0.3,6.9,0.1,11.6,73.1,0.078,0.082,75.973,1,0.6007324701940151
drumstick pods cooked,42,0.2,0.0,0.0,0.0,9.7,0.0,2.5,5.0,0.0,0.3,104.3,0.0,0.08,0.039,0.0,0.037,0.7,0.8,0.1,114.5,0.0,0.0,0.0,23.6,0.028,0.5,49.6,0.3,57.8,539.3,0.028,0.5,156.0,0,-0.12940784532483413
kohlrabi raw,72,0.3,0.007,0.072,0.1,16.4,6.9,4.5,9.5,0.0,0.063,241.2,0.0,0.0,0.1,0.055,0.0,0.075,1.1,0.4,0.4,164.3,0.0,1.3,0.069,63.6,0.3,1.1,50.4,0.4,121.9,927.5,0.015,31.457,4,0.14972022813522876
lentil sprouts,82,0.4,0.067,0.053,0.2,17.0,0.0,6.9,0.0,0.0,0.044,51.9,0.0,0.2,0.046,0.0,0.082,0.9,0.4,0.1,12.7,0.0,0.0,0.0,19.3,0.3,2.5,28.5,0.4,133.2,247.9,0.089,1.2,58.8,1,0.36007428150562715
carrots raw,25,0.1,0.046,0.043,0.069,5.8,2.9,0.6,1.7,0.0,0.024,53.9,0.0,0.0,0.064,0.034,0.0,0.033,0.6,0.2,0.084,3.6,0.0,0.4,0.028,20.1,0.022,0.2,7.3,0.004,21.4,195.2,0.012,8.43,1,0.5428014279543133
red chili peppers,18,0.2,0.088,0.05,0.1,4.0,2.4,0.8,0.7,0.0,0.03,39.6,0.0,0.076,0.085,0.0,0.036,0.6,0.04,0.2,64.7,0.0,0.3,0.039,6.3,0.042,0.5,10.4,0.071,19.4,144.9,0.014,0.1,77.2,1,0.4377539338083476
fennel,73,0.5,0.0,0.0,0.0,17.1,0.0,2.9,7.3,0.0,0.1,211.1,0.0,0.0,0.049,0.011,0.0,0.022,1.5,0.5,0.1,28.1,0.0,1.4,0.1,114.7,0.2,1.7,39.8,0.4,117.0,968.8,0.025,28.2,4,0.18963885831839486
sweet corn white,63,0.9,0.1,0.3,0.4,13.9,2.4,2.4,2.0,0.0,0.016,55.5,0.0,0.0,0.1,0.06,0.0,0.03,1.2,0.6,0.074,5.0,0.0,0.079,0.084,1.5,0.049,0.4,27.0,0.1,65.0,197.1,0.094,19.356,1,0.38722018831313176
celeriac raw,66,0.5,0.1,0.052,0.2,14.4,2.5,2.3,2.8,0.0,0.2,137.3,0.0,0.0,0.044,0.098,0.0,0.063,1.1,0.5,0.3,12.5,0.0,0.6,0.081,67.1,0.1,1.1,31.2,0.2,179.4,468.0,0.093,20.499,4,-0.057421414725900996
hubbard squash raw,46,0.6,0.1,0.096,0.2,10.1,4.6,2.3,4.5,0.0,0.094,102.1,0.0,0.0,0.066,0.098,0.0,0.025,0.6,0.5,0.2,12.8,0.0,0.2,0.086,16.2,0.033,0.5,22.0,0.2,24.4,371.2,0.02,17.795,4,-0.27398070954054093
brussels sprouts cooked,8,0.1,0.099,0.044,0.062,1.5,0.4,0.5,0.5,0.0,0.051,18.7,0.0,0.012,0.0,0.0,0.079,0.1,0.022,0.043,13.0,0.0,0.076,0.059,7.6,0.074,0.3,4.2,0.017,11.8,66.6,0.055,0.067,23.5,1,0.6239704771457387
carrots cooked,16,0.092,0.096,0.074,0.008,3.8,1.6,0.3,1.4,0.0,0.025,41.5,0.0,0.053,0.063,0.0,0.051,0.3,0.1,0.036,1.7,0.0,0.5,0.036,13.8,0.036,0.2,4.6,0.084,13.8,108.1,0.021,0.073,21.214,1,0.6292809744886191
lambs quarters raw,0,0.067,0.0,0.0,0.0,0.069,0.0,0.08,0.046,0.0,0.033,0.8,0.0,0.041,0.083,0.0,0.011,0.065,0.0,0.054,0.0,0.0,0.0,0.094,3.3,0.045,0.06,1.5,0.076,0.6,11.4,0.052,0.08,3.658,1,0.6325067710733082
lotus root cooked,6,0.056,0.029,0.092,0.016,1.4,0.0,0.1,0.3,0.0,0.0,7.2,0.0,0.023,0.015,0.0,0.022,0.007,0.083,0.053,2.4,0.0,0.0,0.0,2.3,0.032,0.059,2.0,0.042,6.9,32.3,0.029,0.097,6.591,1,0.6495417205154439
split peas raw,672,2.3,0.3,0.5,1.0,118.9,15.8,48.4,50.2,0.0,0.075,22.2,0.0,1.4,0.5,0.0,0.4,5.7,3.5,0.3,3.5,0.0,0.2,0.037,108.4,1.7,8.7,226.6,2.7,721.0,1932.6,0.037,5.9,340.4,3,0.1233752454110949
scots kale cooked,36,0.5,0.014,0.0,0.3,7.3,0.0,2.5,0.0,0.0,0.4,118.6,0.0,0.068,0.042,0.0,0.056,1.0,0.08,0.2,68.6,0.0,0.0,0.0,171.6,0.2,2.5,74.1,0.5,49.4,356.2,0.037,0.3,253.0,0,-0.17298760731737928
corn cooked,99,1.5,0.2,0.4,0.6,21.6,4.7,3.5,2.5,0.0,0.039,75.6,0.0,0.0,0.006,0.053,0.0,0.017,1.7,0.8,0.1,5.7,0.0,0.006,0.055,3.1,0.025,0.5,26.8,0.2,79.3,224.5,0.084,29.288,1,0.31723720484891005
radish raw,1,0.026,0.084,0.086,0.021,0.2,0.066,0.042,0.002,0.0,0.033,4.3,0.0,0.0,0.066,0.088,0.0,0.082,0.004,0.073,0.096,0.7,0.0,0.0,0.002,1.1,0.052,0.026,0.5,0.084,0.9,10.5,0.013,0.556,1,0.5397748173109286
stinging nettles,37,0.007,0.0,0.0,0.0,6.7,0.2,2.4,6.1,0.0,0.09,78.0,0.0,0.027,0.099,0.0,0.1,0.3,0.0,0.098,0.0,0.0,0.0,0.4,428.1,0.012,1.5,50.7,0.7,63.2,297.3,0.045,0.3,444.816,0,-0.09553241879729821
baby carrots,5,0.053,0.015,0.043,0.002,1.2,0.7,0.031,0.4,0.0,0.097,13.6,0.0,0.002,0.035,0.0,0.035,0.095,0.09,0.092,0.4,0.0,0.0,0.053,4.8,0.089,0.1,1.5,0.001,4.2,35.6,0.081,0.025,6.999,1,0.6528945811438555
sweet yellow peppers,50,0.4,0.012,0.0,0.0,11.8,0.0,1.9,1.7,0.0,0.017,171.2,0.0,0.08,0.064,0.0,0.052,1.7,0.3,0.3,341.3,0.0,0.0,0.0,20.5,0.2,0.9,22.3,0.2,44.6,394.3,0.047,0.3,378.5,0,0.021780733628399905
taro leaves raw,12,0.2,0.013,0.075,0.043,1.9,0.8,1.4,1.0,0.0,0.083,24.0,0.0,0.041,0.041,0.0,0.1,0.4,0.035,0.096,14.6,0.0,0.6,0.047,30.0,0.079,0.6,12.6,0.2,16.8,181.4,0.064,0.1,49.7,1,0.6028613837674224
corn raw,123,1.9,0.5,0.6,0.7,26.7,9.0,4.7,2.9,0.0,0.083,108.8,0.0,0.0,0.2,0.08,0.0,0.032,2.5,1.0,0.1,9.7,0.0,0.1,0.054,2.9,0.076,0.7,52.9,0.2,127.3,386.1,0.022,36.328,4,0.0430740115419763
roselle,28,0.4,0.0,0.0,0.0,6.4,0.0,0.5,0.0,0.0,0.079,49.4,0.0,0.005,0.0,0.0,0.017,0.2,0.0,0.0,6.8,0.0,0.0,0.0,122.6,0.0,0.8,29.1,0.0,21.1,118.6,0.0,0.0,137.5,1,0.5244794858242273
drumstick leaves raw,13,0.3,0.0,0.0,0.0,1.7,0.0,2.0,0.4,0.0,0.071,16.5,0.0,0.026,0.031,0.0,0.1,0.5,0.065,0.3,10.9,0.0,0.0,0.0,38.9,0.074,0.8,30.9,0.2,23.5,70.8,0.084,0.1,55.0,1,0.5744460349305123
scallop squash raw,23,0.3,0.097,0.018,0.1,5.0,3.1,1.6,1.6,0.0,0.075,122.4,0.0,0.002,0.08,0.0,0.01,0.8,0.1,0.1,23.4,0.0,0.2,0.038,24.7,0.1,0.5,29.9,0.2,46.8,236.6,0.017,0.4,57.1,1,0.4663854825334907
chicory roots,65,0.2,0.052,0.054,0.041,15.8,7.9,1.3,1.4,0.0,0.055,72.0,0.0,0.0,0.08,0.007,0.0,0.029,0.4,0.3,0.2,4.5,0.0,0.0,0.0,36.9,0.051,0.7,19.8,0.2,54.9,261.0,0.076,18.997,1,0.4500485613404806
brussels sprouts raw,8,0.077,0.072,0.028,0.026,1.7,0.4,0.6,0.7,0.0,0.049,16.3,0.0,0.054,0.018,0.0,0.011,0.1,0.038,0.02,16.2,0.0,0.2,0.032,8.0,0.077,0.3,4.4,0.019,13.1,73.9,0.06,0.059,27.553,1,0.6315359438404589
kale cooked,42,1.4,0.2,0.1,0.8,6.3,1.4,3.5,4.7,0.0,0.018,106.0,0.0,0.2,0.028,0.058,0.0,0.2,0.5,0.049,0.069,21.0,0.0,1.9,0.5,177.0,0.2,1.0,29.5,0.5,49.6,169.9,0.082,16.697,4,-0.06405580227173353
pupusas con frijoles,289,11.4,2.8,3.8,3.7,39.7,1.6,7.0,7.3,0.0,0.4,65.7,0.0,0.061,0.0,0.0,0.026,1.1,0.4,0.2,0.0,0.0,0.5,0.099,64.3,0.2,1.8,68.0,0.4,181.4,384.3,0.07,1.2,131.5,0,-0.13930819984274112
mustard cabbage,36,0.1,0.016,0.057,0.033,7.2,1.8,1.4,4.0,0.0,0.9,117.9,0.0,0.0,0.031,0.093,0.0,0.1,0.9,0.2,0.4,0.0,0.0,0.049,0.1,85.8,0.077,0.9,19.2,0.3,34.6,314.9,0.024,13.276,4,-0.27941417260118023
gourd raw,19,0.2,0.07,0.076,0.041,4.1,1.9,1.1,1.0,0.0,0.03,89.2,0.0,0.0,0.035,0.059,0.0,0.084,0.4,0.2,0.022,11.4,0.0,0.062,0.047,19.0,0.016,0.3,13.3,0.029,30.4,132.1,0.032,6.584,1,0.5118269515562769
butternut squash cooked,80,0.2,0.013,0.076,0.036,21.0,3.9,1.8,6.4,0.0,0.002,175.6,0.0,0.1,0.022,0.0,0.033,1.9,0.7,0.2,30.2,0.0,2.6,0.029,82.0,0.1,1.2,58.0,0.3,54.0,568.0,0.065,0.3,142.8,0,-0.1256936980336521
burdock root cooked,146,0.2,0.0,0.0,0.0,35.1,5.9,3.5,3.0,0.0,0.4,125.6,0.0,0.005,0.067,0.0,0.079,0.5,0.6,0.5,4.3,0.0,0.8,0.063,81.3,0.1,1.3,64.7,0.4,154.4,597.6,0.053,0.6,128.7,0,-0.16046243494868115
cassava,330,0.6,0.2,0.2,0.061,78.4,3.5,2.8,3.7,0.0,0.099,122.9,0.0,0.0,0.2,0.051,0.0,0.082,1.8,0.2,0.2,42.4,0.0,0.4,0.011,33.0,0.2,0.6,43.3,0.8,55.6,558.3,0.086,85.964,4,0.08706141582950917
peas carrots cooked,77,0.7,0.1,0.004,0.3,16.2,7.0,4.9,5.0,0.0,0.5,137.3,0.0,0.4,0.016,0.0,0.1,1.8,0.3,0.1,13.0,0.0,0.8,0.057,36.8,0.1,1.5,25.6,0.3,78.4,252.8,0.035,0.7,78.1,0,-0.25076405300536764
romaine lettuce,8,0.1,0.049,0.085,0.079,1.5,0.6,0.6,1.0,0.0,0.083,44.5,0.0,0.09,0.051,0.0,0.006,0.1,0.092,0.026,1.9,0.0,0.011,0.099,15.5,0.07,0.5,6.6,0.002,14.1,116.1,0.045,0.1,21.1,1,0.631042725117192
yam raw,177,0.3,0.067,0.019,0.1,41.8,0.8,2.3,6.2,0.0,0.017,104.4,0.0,0.0,0.2,0.002,0.0,0.001,0.8,0.5,0.4,25.7,0.0,0.5,0.025,25.5,0.3,0.8,31.5,0.6,82.5,1224.0,0.1,51.39,4,0.09275939885890318
chowchow pickles,296,2.2,0.4,0.4,1.0,65.3,58.5,3.7,3.7,0.0,1.3,168.8,0.0,0.0,0.067,0.0,0.066,0.0,0.2,0.022,14.7,0.0,0.4,0.2,56.4,0.2,3.4,51.5,0.2,53.9,490.0,0.091,0.6,149.4,0,0.0007815300594667194
prairie turnips raw,20,0.029,0.0,0.0,0.0,4.5,0.1,0.3,1.0,0.0,0.059,7.7,0.0,0.019,0.051,0.0,0.02,0.1,0.0,0.027,0.7,0.0,0.0,0.0,16.5,0.037,0.2,8.0,0.097,3.9,19.8,0.087,0.05,23.255,1,0.6484402661268598
savoy cabbage raw,19,0.017,0.091,0.008,0.014,4.3,1.6,1.4,2.2,0.0,0.007,63.7,0.0,0.0,0.003,0.06,0.0,0.094,0.2,0.1,0.1,21.7,0.0,0.1,0.066,24.5,0.071,0.3,19.6,0.1,29.4,161.0,0.014,8.199,1,0.4643345382460912
celery raw,6,0.045,0.005,0.033,0.091,1.2,0.5,0.3,0.6,0.0,0.019,38.2,0.0,0.0,0.041,0.041,0.0,0.002,0.1,0.032,0.007,1.2,0.0,0.1,0.086,16.0,0.056,0.063,4.4,0.01,9.6,104.0,0.031,2.212,1,0.6120677420793597
celeriac cooked,42,0.3,0.0,0.0,0.0,9.1,0.0,1.5,0.0,0.0,0.084,143.1,0.0,0.033,0.091,0.0,0.065,0.7,0.3,0.2,5.6,0.0,0.0,0.0,40.3,0.044,0.7,18.6,0.1,102.3,268.2,0.093,0.3,57.5,1,0.4342131494359421
mustard spinach raw,33,0.5,0.087,0.2,0.073,5.9,0.0,3.3,4.2,0.0,0.025,138.3,0.0,0.1,0.2,0.0,0.1,1.0,0.3,0.2,195.0,0.0,0.0,0.0,315.0,0.1,2.3,16.5,0.6,42.0,673.5,0.054,0.3,526.2,0,0.04547061753848563
zucchini raw,44,0.8,0.2,0.074,0.2,8.1,6.5,3.1,2.6,0.0,0.023,246.5,0.0,0.0,0.1,0.096,0.0,0.2,1.2,0.5,0.4,46.5,0.0,0.3,0.033,41.6,0.1,1.0,46.8,0.5,98.8,678.6,0.05,15.151,4,0.16253674507462318
okra cooked,35,0.3,0.032,0.033,0.034,7.2,3.8,3.0,4.0,0.0,0.4,148.1,0.0,0.2,0.097,0.0,0.024,1.4,0.3,0.3,26.1,0.0,0.4,0.057,123.2,0.1,0.4,57.6,0.5,51.2,216.0,0.065,0.7,164.2,0,-0.23623944342307276
white icicle radish,14,0.1,0.076,0.083,0.091,2.6,0.0,1.1,1.4,0.0,0.049,95.4,0.0,0.002,0.097,0.0,0.095,0.3,0.2,0.079,29.0,0.0,0.0,0.0,27.0,0.036,0.8,9.0,0.047,28.0,280.0,0.044,0.1,62.0,1,0.4885998865390223
orange tomato,18,0.2,0.097,0.062,0.046,3.5,0.0,1.3,1.0,0.0,0.001,105.2,0.0,0.0,0.067,0.06,0.0,0.027,0.7,0.2,0.071,17.8,0.0,0.0,0.0,5.6,0.079,0.5,8.9,0.099,32.2,235.3,0.006,6.093,1,0.45814544901799525
pumpkin leaves raw,7,0.2,0.053,0.063,0.039,0.9,0.0,1.2,0.0,0.0,0.057,36.2,0.0,0.049,0.042,0.0,0.055,0.4,0.022,0.015,4.3,0.0,0.0,0.0,15.2,0.063,0.9,14.8,0.1,40.6,170.0,0.085,0.045,22.7,1,0.621160167944496
spaghetti squash cooked,42,0.4,0.091,0.0,0.2,10.0,3.9,1.0,2.2,0.0,0.4,143.1,0.0,0.026,0.099,0.0,0.017,1.3,0.6,0.2,5.4,0.0,0.2,0.083,32.6,0.097,0.5,17.1,0.2,0.0,181.4,0.056,0.3,52.1,1,0.4328086823306876
white corn cooked,100,1.5,0.2,0.4,0.6,22.4,8.0,3.4,2.8,0.0,0.082,75.0,0.0,0.0,0.099,0.093,0.0,0.05,1.7,0.8,0.1,6.4,0.0,0.037,0.017,2.1,0.052,0.6,31.9,0.2,94.8,259.6,0.056,30.302,4,-0.2156351173916752
artichoke cooked,64,0.4,0.059,0.077,0.2,14.3,1.2,3.5,10.3,0.0,0.087,100.9,0.0,0.0,0.017,0.1,0.0,0.1,1.3,0.3,0.028,8.9,0.0,0.2,0.035,25.2,0.2,0.7,50.4,0.3,87.6,343.2,0.074,28.845,4,-0.09539046638410108
avocado,432,39.6,5.7,26.5,4.9,23.0,1.8,5.4,18.1,0.0,0.045,197.7,0.0,0.0,0.2,0.2,0.0,0.4,4.7,3.8,0.7,27.0,0.0,5.6,0.078,32.4,0.5,1.5,78.3,0.4,140.4,1309.5,0.052,87.302,4,0.1702243443303
string beans wellsley farms,8,0.0,0.0,0.0,0.0,1.7,0.3,0.3,0.087,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09,1,0.6391527042091047
lambs quarters cooked,58,1.3,0.085,0.2,0.6,9.0,1.1,5.8,3.8,0.0,0.5,160.0,0.0,0.2,0.077,0.0,0.5,1.6,0.1,0.3,66.6,0.0,0.0,0.9,464.4,0.4,1.3,41.4,0.9,81.0,518.4,0.005,0.5,552.2,0,0.07249659857762039
peas cooked,134,0.4,0.065,0.05,0.2,25.0,9.5,8.6,8.8,0.0,0.074,124.6,0.0,0.0,0.4,0.1,0.0,0.2,3.2,0.2,0.3,22.7,0.0,0.2,0.011,43.2,0.3,2.5,62.4,0.8,187.2,433.6,0.005,43.499,4,0.15834338050118119
beets cooked,22,0.085,0.026,0.024,0.07,5.0,4.0,0.8,1.0,0.0,0.035,43.5,0.0,0.0,0.033,0.023,0.0,0.065,0.2,0.079,0.026,1.8,0.0,0.016,0.099,8.0,0.021,0.4,11.5,0.2,19.0,152.5,0.009,7.012,1,0.595776266636324
shallots dried,3,0.013,0.063,0.043,0.061,0.7,0.3,0.1,0.1,0.0,0.059,0.087,0.0,0.0,0.044,0.02,0.0,0.013,0.018,0.05,0.096,0.4,0.0,0.093,0.043,1.6,0.082,0.021,0.9,0.088,2.7,14.9,0.032,1.07,1,0.6524877608556172
green lettuce,23,0.2,0.027,0.075,0.1,4.3,1.2,2.0,2.0,0.0,0.05,142.5,0.0,0.0,0.1,0.077,0.0,0.1,0.6,0.2,0.1,13.8,0.0,0.3,0.2,54.0,0.012,1.3,19.5,0.4,43.5,291.0,0.086,8.829,4,-0.31836555866315663
kohlrabi cooked,48,0.2,0.041,0.004,0.094,11.0,4.6,3.0,1.8,0.0,0.035,149.0,0.0,0.0,0.013,0.029,0.0,0.037,0.6,0.3,0.3,89.1,0.0,0.9,0.008,41.3,0.2,0.7,31.4,0.2,74.3,561.0,0.037,16.506,4,0.031390343161572534
kanpyo dried,139,0.3,0.041,0.012,0.1,35.1,0.0,4.6,5.3,0.0,0.056,10.8,0.0,0.0,0.0,0.087,0.0,0.085,1.6,1.4,0.3,0.1,0.0,0.0,0.0,151.2,0.2,2.8,67.5,0.6,101.5,854.3,0.058,45.8,4,0.14862450888728965
prairie turnips boiled,18,0.086,0.0,0.0,0.0,4.2,0.7,0.2,1.0,0.0,0.012,9.5,0.0,0.009,0.0,0.0,0.041,0.088,0.0,0.026,0.3,0.0,0.0,0.0,14.4,0.045,0.1,6.9,0.008,2.8,15.1,0.0,0.035,20.299,1,0.6391832938408772
broccoli raab cooked,21,0.4,0.086,0.017,0.1,2.7,0.5,3.3,2.4,0.0,0.077,77.7,0.0,0.0,0.1,0.004,0.0,0.1,1.7,0.4,0.2,31.5,0.0,2.2,0.2,100.3,0.06,1.1,23.0,0.3,69.7,291.6,0.069,9.289,4,-0.06576063636873378
summer squash cooked,49,1.0,0.2,0.031,0.3,9.9,6.4,2.7,2.9,0.0,0.036,245.1,0.0,0.1,0.1,0.095,0.0,0.023,1.3,0.4,0.2,30.2,0.0,0.3,0.028,57.2,0.3,1.0,41.6,0.6,75.4,460.2,0.032,17.09,4,0.08807057981080164
taro cooked,187,0.1,0.012,0.064,0.056,45.7,0.6,0.7,6.7,0.0,0.055,84.2,0.0,0.0,0.1,0.042,0.0,0.002,0.7,0.4,0.4,6.6,0.0,3.9,0.073,23.8,0.3,1.0,39.6,0.6,100.3,638.9,0.005,53.993,4,0.033230917240675104
spring onion scallions,6,0.077,0.029,0.055,0.031,1.5,0.5,0.4,0.5,0.0,0.048,18.0,0.0,0.0,0.025,0.06,0.0,0.043,0.1,0.097,0.055,3.8,0.0,0.1,0.006,14.4,0.057,0.3,4.0,0.09,7.4,55.2,0.056,2.554,1,0.5928909523398588
hubbard squash cooked,57,0.7,0.1,0.042,0.3,12.3,5.6,2.8,5.5,0.0,0.5,173.1,0.0,0.0,0.084,0.001,0.0,0.064,0.6,0.6,0.2,12.4,0.0,0.2,0.029,19.0,0.095,0.5,24.7,0.2,26.6,406.6,0.053,21.554,4,-0.28351965517233246
jalapeno pepper,4,0.002,0.06,0.018,0.095,0.9,0.6,0.1,0.4,0.0,0.028,12.8,0.0,0.0,0.066,0.048,0.0,0.023,0.2,0.074,0.079,16.6,0.0,0.5,0.011,1.7,0.045,0.033,2.1,0.059,3.6,34.7,0.069,1.593,1,0.5601266275492256
